tag,motor,duty,v_batt,v_eff,ticks,dt_s,mmps
coarse_fwd_dn,A,0.0500,10.773,0.5387,0,1.0000,0.00
crawl_fwd_up,A,0.1500,10.755,1.6133,0,1.0000,0.00
crawl_fwd_up,A,0.1550,10.756,1.6672,0,1.0000,0.00
crawl_fwd_up,A,0.1600,10.756,1.7210,0,1.0000,0.00
crawl_fwd_up,A,0.1650,10.759,1.7753,0,1.0000,0.00
crawl_fwd_up,A,0.1700,10.755,1.8284,0,1.0000,0.00
crawl_fwd_up,A,0.1750,10.762,1.8833,0,1.0000,0.00
crawl_fwd_up,A,0.1800,10.756,1.9361,0,1.0000,0.00
crawl_fwd_up,A,0.1850,10.754,1.9895,0,1.0000,0.00
crawl_fwd_up,A,0.1900,10.754,2.0432,0,1.0000,0.00
crawl_fwd_up,A,0.1950,10.753,2.0969,0,1.0000,0.00
crawl_fwd_up,A,0.2000,10.750,2.1499,0,1.0000,0.00
crawl_fwd_up,A,0.2050,10.752,2.2041,0,1.0000,0.00
crawl_fwd_up,A,0.2100,10.749,2.2574,0,1.0000,0.00
crawl_fwd_up,A,0.2150,10.752,2.3116,0,1.0000,0.00
crawl_fwd_up,A,0.2200,10.749,2.3648,0,1.0000,0.00
crawl_fwd_up,A,0.2250,10.747,2.4180,0,1.0000,0.00
crawl_fwd_up,A,0.2300,10.743,2.4710,0,1.0000,0.00
crawl_fwd_up,A,0.2350,10.750,2.5263,0,1.0000,0.00
crawl_fwd_up,A,0.2400,10.746,2.5791,0,1.0000,0.00
crawl_fwd_up,A,0.2450,10.747,2.6329,0,1.0000,0.00
crawl_fwd_up,A,0.2500,10.750,2.6875,0,1.0000,0.00
crawl_fwd_up,A,0.2550,10.747,2.7405,0,1.0000,0.00
crawl_fwd_up,A,0.2600,10.741,2.7926,0,1.0000,0.00
crawl_fwd_up,A,0.2650,10.738,2.8455,0,1.0000,0.00
crawl_fwd_up,A,0.2700,10.735,2.8985,0,1.0000,0.00
crawl_fwd_up,A,0.2750,10.735,2.9522,0,1.0000,0.00
crawl_fwd_up,A,0.2800,10.737,3.0064,0,1.0000,0.00
crawl_fwd_up,A,0.2850,10.736,3.0598,0,1.0000,0.00
crawl_fwd_up,A,0.2900,10.733,3.1125,0,1.0000,0.00
crawl_fwd_up,A,0.2950,10.728,3.1648,0,1.0000,0.00
crawl_fwd_up,A,0.3000,10.733,3.2198,0,1.0000,0.00
crawl_fwd_up,A,0.3050,10.731,3.2728,0,1.0000,0.00
crawl_fwd_up,A,0.3100,10.732,3.3270,0,1.0000,0.00
crawl_fwd_up,A,0.3150,10.733,3.3807,0,1.0000,0.00
crawl_fwd_up,A,0.3200,10.726,3.4322,0,1.0000,0.00
crawl_fwd_up,A,0.3250,10.728,3.4865,0,1.0000,0.00
crawl_fwd_up,A,0.3300,10.722,3.5382,34,1.0000,18.08
crawl_fwd_up,A,0.3350,10.726,3.5932,704,1.0000,374.36
crawl_fwd_up,A,0.3400,10.728,3.6475,812,1.0000,431.80
crawl_fwd_up,A,0.3450,10.733,3.7027,849,1.0000,451.47
crawl_fwd_up,A,0.3500,10.727,3.7546,896,1.0000,476.45
crawl_fwd_dn,A,0.3500,10.727,3.7544,901,1.0000,479.12
crawl_fwd_dn,A,0.3450,10.725,3.7001,857,1.0000,455.74
crawl_fwd_dn,A,0.3400,10.726,3.6469,829,1.0000,440.84
crawl_fwd_dn,A,0.3350,10.730,3.5944,786,1.0000,417.97
crawl_fwd_dn,A,0.3300,10.733,3.5418,730,1.0000,388.20
crawl_fwd_dn,A,0.3250,10.731,3.4874,694,1.0000,369.03
crawl_fwd_dn,A,0.3200,10.731,3.4339,664,1.0000,353.11
crawl_fwd_dn,A,0.3150,10.732,3.3805,619,1.0000,329.16
crawl_fwd_dn,A,0.3100,10.727,3.3253,580,1.0000,308.42
crawl_fwd_dn,A,0.3050,10.731,3.2730,521,1.0000,277.05
crawl_fwd_dn,A,0.3000,10.727,3.2182,455,1.0000,241.96
crawl_fwd_dn,A,0.2950,10.734,3.1665,383,1.0000,203.67
crawl_fwd_dn,A,0.2900,10.745,3.1162,324,1.0000,172.29
crawl_fwd_dn,A,0.2850,10.743,3.0618,226,1.0000,120.18
crawl_fwd_dn,A,0.2800,10.736,3.0061,155,1.0000,82.42
crawl_fwd_dn,A,0.2750,10.735,2.9522,0,1.0000,0.00
crawl_fwd_dn,A,0.2700,10.743,2.9007,0,1.0000,0.00
crawl_fwd_dn,A,0.2650,10.740,2.8462,0,1.0000,0.00
crawl_fwd_dn,A,0.2600,10.740,2.7925,0,1.0000,0.00
crawl_fwd_dn,A,0.2550,10.741,2.7389,0,1.0000,0.00
crawl_fwd_dn,A,0.2500,10.748,2.6871,0,1.0000,0.00
crawl_fwd_dn,A,0.2450,10.739,2.6310,0,1.0000,0.00
crawl_fwd_dn,A,0.2400,10.746,2.5791,0,1.0000,0.00
crawl_fwd_dn,A,0.2350,10.745,2.5251,0,1.0000,0.00
crawl_fwd_dn,A,0.2300,10.748,2.4719,0,1.0000,0.00
crawl_fwd_dn,A,0.2250,10.751,2.4189,0,1.0000,0.00
crawl_fwd_dn,A,0.2200,10.748,2.3645,0,1.0000,0.00
crawl_fwd_dn,A,0.2150,10.748,2.3108,0,1.0000,0.00
crawl_fwd_dn,A,0.2100,10.757,2.2589,0,1.0000,0.00
crawl_fwd_dn,A,0.2050,10.748,2.2033,0,1.0000,0.00
crawl_fwd_dn,A,0.2000,10.754,2.1508,0,1.0000,0.00
crawl_fwd_dn,A,0.1950,10.759,2.0979,0,1.0000,0.00
crawl_fwd_dn,A,0.1900,10.754,2.0432,0,1.0000,0.00
crawl_fwd_dn,A,0.1850,10.753,1.9893,0,1.0000,0.00
crawl_fwd_dn,A,0.1800,10.753,1.9356,0,1.0000,0.00
crawl_fwd_dn,A,0.1750,10.756,1.8823,0,1.0000,0.00
crawl_fwd_dn,A,0.1700,10.758,1.8289,0,1.0000,0.00
crawl_fwd_dn,A,0.1650,10.756,1.7748,0,1.0000,0.00
crawl_fwd_dn,A,0.1600,10.763,1.7220,0,1.0000,0.00
crawl_fwd_dn,A,0.1550,10.755,1.6670,0,1.0000,0.00
crawl_fwd_dn,A,0.1500,10.764,1.6145,0,1.0000,0.00
coarse_rev_up,A,-0.0500,10.769,-0.5384,0,1.0000,0.00
coarse_rev_up,A,-0.1000,10.765,-1.0765,0,1.0000,0.00
coarse_rev_up,A,-0.1500,10.760,-1.6140,0,1.0000,0.00
coarse_rev_up,A,-0.2000,10.750,-2.1499,0,1.0000,0.00
coarse_rev_up,A,-0.2500,10.746,-2.6864,0,1.0000,0.00
coarse_rev_up,A,-0.3000,10.724,-3.2171,0,1.0000,0.00
coarse_rev_up,A,-0.3500,10.710,-3.7485,0,1.0000,0.00
coarse_rev_up,A,-0.4000,10.702,-4.2809,-171,1.0000,-90.93
coarse_rev_up,A,-0.4500,10.705,-4.8172,-1285,0.9999,-683.37
coarse_rev_up,A,-0.5000,10.702,-5.3508,-1607,1.0000,-854.57
coarse_rev_up,A,-0.5500,10.694,-5.8817,-1857,1.0000,-987.53
coarse_rev_up,A,-0.6000,10.686,-6.4119,-2065,1.0000,-1098.11
coarse_rev_up,A,-0.6500,10.684,-6.9445,-2246,1.0000,-1194.39
coarse_rev_up,A,-0.7000,10.677,-7.4736,-2402,1.0001,-1277.23
coarse_rev_up,A,-0.7500,10.681,-8.0108,-2546,1.0000,-1353.82
coarse_rev_up,A,-0.8000,10.666,-8.5330,-2668,1.0000,-1418.76
coarse_rev_up,A,-0.8500,10.667,-9.0667,-2787,1.0000,-1482.05
coarse_rev_up,A,-0.9000,10.659,-9.5931,-2915,1.0000,-1550.05
coarse_rev_up,A,-0.9500,10.670,-10.1366,-3121,1.0000,-1659.59
coarse_rev_up,A,-1.0000,10.665,-10.6654,-3476,1.0000,-1848.36
coarse_rev_dn,A,-1.0000,10.666,-10.6661,-3479,1.0000,-1850.09
coarse_rev_dn,A,-0.9500,10.675,-10.1411,-3150,1.0000,-1675.07
coarse_rev_dn,A,-0.9000,10.681,-9.6130,-2965,1.0000,-1576.69
coarse_rev_dn,A,-0.8500,10.684,-9.0815,-2844,1.0000,-1512.35
coarse_rev_dn,A,-0.8000,10.686,-8.5490,-2740,0.9999,-1457.11
coarse_rev_dn,A,-0.7500,10.693,-8.0195,-2620,1.0000,-1393.28
coarse_rev_dn,A,-0.7000,10.692,-7.4842,-2493,1.0000,-1325.70
coarse_rev_dn,A,-0.6500,10.698,-6.9537,-2348,1.0000,-1248.59
coarse_rev_dn,A,-0.6000,10.699,-6.4192,-2181,1.0000,-1159.83
coarse_rev_dn,A,-0.5500,10.695,-5.8821,-1953,1.0000,-1038.54
coarse_rev_dn,A,-0.5000,10.713,-5.3565,-1734,0.9999,-922.15
coarse_rev_dn,A,-0.4500,10.715,-4.8217,-1484,1.0000,-789.12
coarse_rev_dn,A,-0.4000,10.724,-4.2896,-1199,1.0000,-637.59
coarse_rev_dn,A,-0.3500,10.734,-3.7571,-862,1.0000,-458.37
coarse_rev_dn,A,-0.3000,10.744,-3.2232,-448,1.0000,-238.24
coarse_rev_dn,A,-0.2500,10.745,-2.6862,0,1.0000,0.00
coarse_rev_dn,A,-0.2000,10.749,-2.1498,0,1.0000,0.00
coarse_rev_dn,A,-0.1500,10.763,-1.6145,0,1.0000,0.00
coarse_rev_dn,A,-0.1000,10.769,-1.0769,0,1.0000,0.00
coarse_rev_dn,A,-0.0500,10.770,-0.5385,0,1.0000,0.00
crawl_rev_up,A,-0.1500,10.764,-1.6146,0,1.0000,0.00
crawl_rev_up,A,-0.1550,10.759,-1.6676,0,0.9999,0.00
crawl_rev_up,A,-0.1600,10.760,-1.7216,0,1.0000,0.00
crawl_rev_up,A,-0.1650,10.760,-1.7754,0,1.0000,0.00
crawl_rev_up,A,-0.1700,10.762,-1.8296,0,1.0000,0.00
crawl_rev_up,A,-0.1750,10.751,-1.8815,0,1.0000,0.00
crawl_rev_up,A,-0.1800,10.757,-1.9363,0,1.0000,0.00
crawl_rev_up,A,-0.1850,10.753,-1.9892,0,1.0000,0.00
crawl_rev_up,A,-0.1900,10.762,-2.0447,0,1.0000,0.00
crawl_rev_up,A,-0.1950,10.757,-2.0976,0,1.0000,0.00
crawl_rev_up,A,-0.2000,10.759,-2.1518,0,1.0000,0.00
crawl_rev_up,A,-0.2050,10.757,-2.2051,0,1.0000,0.00
crawl_rev_up,A,-0.2100,10.751,-2.2576,0,1.0000,0.00
crawl_rev_up,A,-0.2150,10.754,-2.3121,0,1.0000,0.00
crawl_rev_up,A,-0.2200,10.748,-2.3646,0,1.0000,0.00
crawl_rev_up,A,-0.2250,10.745,-2.4177,0,1.0000,0.00
crawl_rev_up,A,-0.2300,10.740,-2.4702,0,1.0000,0.00
crawl_rev_up,A,-0.2350,10.748,-2.5258,0,1.0000,0.00
crawl_rev_up,A,-0.2400,10.747,-2.5792,0,1.0001,0.00
crawl_rev_up,A,-0.2450,10.747,-2.6329,0,1.0000,0.00
crawl_rev_up,A,-0.2500,10.745,-2.6861,0,1.0000,0.00
crawl_rev_up,A,-0.2550,10.746,-2.7401,0,1.0000,0.00
crawl_rev_up,A,-0.2600,10.739,-2.7920,0,1.0000,0.00
crawl_rev_up,A,-0.2650,10.748,-2.8481,0,1.0000,0.00
crawl_rev_up,A,-0.2700,10.740,-2.8999,0,1.0000,0.00
crawl_rev_up,A,-0.2750,10.744,-2.9547,0,1.0000,0.00
crawl_rev_up,A,-0.2800,10.743,-3.0080,0,1.0000,0.00
crawl_rev_up,A,-0.2850,10.738,-3.0604,0,1.0000,0.00
crawl_rev_up,A,-0.2900,10.742,-3.1152,0,1.0000,0.00
crawl_rev_up,A,-0.2950,10.733,-3.1662,0,1.0000,0.00
crawl_rev_up,A,-0.3000,10.736,-3.2207,0,1.0000,0.00
crawl_rev_up,A,-0.3050,10.734,-3.2737,0,1.0000,0.00
crawl_rev_up,A,-0.3100,10.725,-3.3248,0,1.0000,0.00
crawl_rev_up,A,-0.3150,10.730,-3.3800,0,1.0000,0.00
crawl_rev_up,A,-0.3200,10.722,-3.4312,0,1.0000,0.00
crawl_rev_up,A,-0.3250,10.724,-3.4851,0,1.0000,0.00
crawl_rev_up,A,-0.3300,10.726,-3.5397,0,1.0000,0.00
crawl_rev_up,A,-0.3350,10.722,-3.5919,0,1.0000,0.00
crawl_rev_up,A,-0.3400,10.719,-3.6445,0,1.0000,0.00
crawl_rev_up,A,-0.3450,10.720,-3.6985,0,1.0000,0.00
crawl_rev_up,A,-0.3500,10.719,-3.7518,0,1.0000,0.00
crawl_rev_dn,A,-0.3500,10.717,-3.7508,0,1.0000,0.00
crawl_rev_dn,A,-0.3450,10.718,-3.6978,0,1.0000,0.00
crawl_rev_dn,A,-0.3400,10.728,-3.6474,0,1.0000,0.00
crawl_rev_dn,A,-0.3350,10.721,-3.5916,0,1.0000,0.00
crawl_rev_dn,A,-0.3300,10.719,-3.5373,0,1.0000,0.00
crawl_rev_dn,A,-0.3250,10.729,-3.4870,0,1.0000,0.00
crawl_rev_dn,A,-0.3200,10.727,-3.4328,0,1.0000,0.00
crawl_rev_dn,A,-0.3150,10.728,-3.3793,0,1.0000,0.00
crawl_rev_dn,A,-0.3100,10.733,-3.3271,0,1.0000,0.00
crawl_rev_dn,A,-0.3050,10.730,-3.2726,0,1.0000,0.00
crawl_rev_dn,A,-0.3000,10.743,-3.2230,0,1.0000,0.00
crawl_rev_dn,A,-0.2950,10.740,-3.1682,0,1.0000,0.00
crawl_rev_dn,A,-0.2900,10.735,-3.1132,0,0.9999,0.00
crawl_rev_dn,A,-0.2850,10.737,-3.0600,0,1.0000,0.00
crawl_rev_dn,A,-0.2800,10.738,-3.0067,0,1.0000,0.00
crawl_rev_dn,A,-0.2750,10.735,-2.9522,0,1.0000,0.00
crawl_rev_dn,A,-0.2700,10.742,-2.9004,0,1.0000,0.00
crawl_rev_dn,A,-0.2650,10.739,-2.8458,0,1.0000,0.00
crawl_rev_dn,A,-0.2600,10.743,-2.7931,0,1.0000,0.00
crawl_rev_dn,A,-0.2550,10.741,-2.7389,0,1.0000,0.00
crawl_rev_dn,A,-0.2500,10.745,-2.6861,0,1.0000,0.00
crawl_rev_dn,A,-0.2450,10.736,-2.6304,0,1.0000,0.00
crawl_rev_dn,A,-0.2400,10.740,-2.5776,0,1.0000,0.00
crawl_rev_dn,A,-0.2350,10.747,-2.5255,0,1.0000,0.00
crawl_rev_dn,A,-0.2300,10.749,-2.4723,0,1.0000,0.00
crawl_rev_dn,A,-0.2250,10.748,-2.4183,0,1.0000,0.00
crawl_rev_dn,A,-0.2200,10.752,-2.3654,0,1.0000,0.00
crawl_rev_dn,A,-0.2150,10.753,-2.3119,0,1.0000,0.00
crawl_rev_dn,A,-0.2100,10.754,-2.2584,0,1.0000,0.00
crawl_rev_dn,A,-0.2050,10.749,-2.2035,0,1.0000,0.00
crawl_rev_dn,A,-0.2000,10.757,-2.1513,0,1.0000,0.00
crawl_rev_dn,A,-0.1950,10.756,-2.0974,0,1.0000,0.00
crawl_rev_dn,A,-0.1900,10.760,-2.0443,0,1.0000,0.00
crawl_rev_dn,A,-0.1850,10.755,-1.9896,0,1.0000,0.00
crawl_rev_dn,A,-0.1800,10.760,-1.9367,0,1.0000,0.00
crawl_rev_dn,A,-0.1750,10.757,-1.8824,0,1.0000,0.00
crawl_rev_dn,A,-0.1700,10.759,-1.8290,0,1.0000,0.00
crawl_rev_dn,A,-0.1650,10.762,-1.7757,0,0.9999,0.00
crawl_rev_dn,A,-0.1600,10.760,-1.7216,0,1.0000,0.00
crawl_rev_dn,A,-0.1550,10.764,-1.6684,0,1.0000,0.00
crawl_rev_dn,A,-0.1500,10.763,-1.6144,0,1.0000,0.00
coarse_fwd_up,B,0.0500,10.776,0.5388,0,1.0000,0.00
coarse_fwd_up,B,0.1000,10.772,1.0772,0,1.0000,0.00
coarse_fwd_up,B,0.1500,10.764,1.6146,0,1.0000,0.00
coarse_fwd_up,B,0.2000,10.764,2.1527,0,1.0000,0.00
coarse_fwd_up,B,0.2500,10.754,2.6886,0,1.0000,0.00
coarse_fwd_up,B,0.3000,10.735,3.2206,0,1.0000,0.00
coarse_fwd_up,B,0.3500,10.724,3.7533,0,1.0000,0.00
coarse_fwd_up,B,0.4000,10.725,4.2898,0,1.0000,0.00
coarse_fwd_up,B,0.4500,10.715,4.8219,1362,1.0000,724.27
coarse_fwd_up,B,0.5000,10.717,5.3583,1732,1.0000,920.99
coarse_fwd_up,B,0.5500,10.710,5.8903,1957,1.0000,1040.71
coarse_fwd_up,B,0.6000,10.704,6.4221,2150,1.0000,1143.26
coarse_fwd_up,B,0.6500,10.687,6.9463,2320,1.0000,1233.70
coarse_fwd_up,B,0.7000,10.692,7.4841,2468,1.0000,1312.36
coarse_fwd_up,B,0.7500,10.688,8.0159,2598,1.0001,1381.44
coarse_fwd_up,B,0.8000,10.687,8.5495,2713,1.0000,1442.64
coarse_fwd_up,B,0.8500,10.679,9.0771,2824,1.0000,1501.71
coarse_fwd_up,B,0.9000,10.680,9.6124,2949,1.0000,1568.19
coarse_fwd_up,B,0.9500,10.677,10.1433,3154,1.0000,1677.15
coarse_fwd_up,B,1.0000,10.672,10.6716,3487,1.0000,1854.25
coarse_fwd_dn,B,1.0000,10.670,10.6701,3487,1.0000,1854.28
coarse_fwd_dn,B,0.9500,10.674,10.1401,3164,1.0000,1682.45
coarse_fwd_dn,B,0.9000,10.679,9.6112,2984,1.0000,1586.74
coarse_fwd_dn,B,0.8500,10.687,9.0838,2866,1.0000,1524.05
coarse_fwd_dn,B,0.8000,10.679,8.5431,2757,1.0000,1466.05
coarse_fwd_dn,B,0.7500,10.685,8.0139,2643,1.0000,1405.47
coarse_fwd_dn,B,0.7000,10.691,7.4836,2511,1.0000,1335.27
coarse_fwd_dn,B,0.6500,10.698,6.9534,2370,1.0000,1260.25
coarse_fwd_dn,B,0.6000,10.706,6.4234,2206,1.0000,1173.08
coarse_fwd_dn,B,0.5500,10.706,5.8885,2011,1.0000,1069.39
coarse_fwd_dn,B,0.5000,10.710,5.3549,1788,1.0000,950.84
coarse_fwd_dn,B,0.4500,10.717,4.8225,1485,1.0000,789.70
coarse_fwd_dn,B,0.4000,10.730,4.2921,1188,1.0001,631.69
coarse_fwd_dn,B,0.3500,10.734,3.7571,843,1.0000,448.28
coarse_fwd_dn,B,0.3000,10.738,3.2213,464,1.0000,246.74
coarse_fwd_dn,B,0.2500,10.745,2.6863,2,1.0000,1.06
coarse_fwd_dn,B,0.2000,10.762,2.1524,0,1.0000,0.00
coarse_fwd_dn,B,0.1500,10.757,1.6135,0,1.0000,0.00
coarse_fwd_dn,B,0.1000,10.766,1.0766,0,1.0000,0.00
coarse_fwd_dn,B,0.0500,10.773,0.5387,0,1.0000,0.00
crawl_fwd_up,B,0.1500,10.762,1.6143,0,1.0000,0.00
crawl_fwd_up,B,0.1550,10.765,1.6686,0,1.0000,0.00
crawl_fwd_up,B,0.1600,10.768,1.7228,0,1.0000,0.00
crawl_fwd_up,B,0.1650,10.765,1.7762,0,1.0000,0.00
crawl_fwd_up,B,0.1700,10.764,1.8298,0,1.0000,0.00
crawl_fwd_up,B,0.1750,10.762,1.8833,0,1.0000,0.00
crawl_fwd_up,B,0.1800,10.768,1.9382,0,1.0000,0.00
crawl_fwd_up,B,0.1850,10.764,1.9913,0,1.0000,0.00
crawl_fwd_up,B,0.1900,10.762,2.0448,0,1.0000,0.00
crawl_fwd_up,B,0.1950,10.760,2.0982,0,1.0000,0.00
crawl_fwd_up,B,0.2000,10.764,2.1527,0,1.0000,0.00
crawl_fwd_up,B,0.2050,10.753,2.2043,0,1.0000,0.00
crawl_fwd_up,B,0.2100,10.754,2.2584,0,1.0000,0.00
crawl_fwd_up,B,0.2150,10.765,2.3144,0,1.0000,0.00
crawl_fwd_up,B,0.2200,10.754,2.3658,0,0.9999,0.00
crawl_fwd_up,B,0.2250,10.749,2.4184,0,1.0000,0.00
crawl_fwd_up,B,0.2300,10.751,2.4726,0,1.0000,0.00
crawl_fwd_up,B,0.2350,10.747,2.5255,0,1.0000,0.00
crawl_fwd_up,B,0.2400,10.753,2.5807,0,1.0000,0.00
crawl_fwd_up,B,0.2450,10.749,2.6335,0,1.0000,0.00
crawl_fwd_up,B,0.2500,10.748,2.6871,0,1.0000,0.00
crawl_fwd_up,B,0.2550,10.746,2.7403,0,1.0000,0.00
crawl_fwd_up,B,0.2600,10.755,2.7962,0,1.0000,0.00
crawl_fwd_up,B,0.2650,10.752,2.8492,0,1.0000,0.00
crawl_fwd_up,B,0.2700,10.752,2.9031,0,1.0000,0.00
crawl_fwd_up,B,0.2750,10.745,2.9549,0,1.0000,0.00
crawl_fwd_up,B,0.2800,10.750,3.0099,0,1.0000,0.00
crawl_fwd_up,B,0.2850,10.740,3.0609,0,1.0000,0.00
crawl_fwd_up,B,0.2900,10.748,3.1168,0,1.0000,0.00
crawl_fwd_up,B,0.2950,10.746,3.1701,0,1.0000,0.00
crawl_fwd_up,B,0.3000,10.742,3.2227,0,1.0000,0.00
crawl_fwd_up,B,0.3050,10.738,3.2751,0,1.0000,0.00
crawl_fwd_up,B,0.3100,10.743,3.3304,0,0.9999,0.00
crawl_fwd_up,B,0.3150,10.738,3.3826,0,1.0000,0.00
crawl_fwd_up,B,0.3200,10.745,3.4382,0,1.0000,0.00
crawl_fwd_up,B,0.3250,10.736,3.4892,0,1.0000,0.00
crawl_fwd_up,B,0.3300,10.739,3.5437,0,1.0000,0.00
crawl_fwd_up,B,0.3350,10.737,3.5970,0,1.0000,0.00
crawl_fwd_up,B,0.3400,10.736,3.6503,0,1.0000,0.00
crawl_fwd_up,B,0.3450,10.733,3.7028,0,1.0000,0.00
crawl_fwd_up,B,0.3500,10.731,3.7559,0,1.0000,0.00
crawl_fwd_dn,B,0.3500,10.728,3.7547,0,1.0000,0.00
crawl_fwd_dn,B,0.3450,10.730,3.7020,0,1.0000,0.00
crawl_fwd_dn,B,0.3400,10.727,3.6473,0,1.0000,0.00
crawl_fwd_dn,B,0.3350,10.740,3.5980,0,1.0000,0.00
crawl_fwd_dn,B,0.3300,10.737,3.5431,0,1.0000,0.00
crawl_fwd_dn,B,0.3250,10.736,3.4893,0,1.0000,0.00
crawl_fwd_dn,B,0.3200,10.739,3.4364,0,1.0000,0.00
crawl_fwd_dn,B,0.3150,10.734,3.3812,0,1.0000,0.00
crawl_fwd_dn,B,0.3100,10.736,3.3281,0,1.0000,0.00
crawl_fwd_dn,B,0.3050,10.747,3.2777,0,1.0000,0.00
crawl_fwd_dn,B,0.3000,10.739,3.2216,0,1.0000,0.00
crawl_fwd_dn,B,0.2950,10.746,3.1701,0,1.0000,0.00
crawl_fwd_dn,B,0.2900,10.742,3.1150,0,1.0000,0.00
crawl_fwd_dn,B,0.2850,10.742,3.0613,0,1.0000,0.00
crawl_fwd_dn,B,0.2800,10.745,3.0085,0,1.0000,0.00
crawl_fwd_dn,B,0.2750,10.752,2.9567,0,1.0000,0.00
crawl_fwd_dn,B,0.2700,10.747,2.9018,0,1.0000,0.00
crawl_fwd_dn,B,0.2650,10.746,2.8476,0,0.9999,0.00
crawl_fwd_dn,B,0.2600,10.750,2.7949,0,1.0000,0.00
crawl_fwd_dn,B,0.2550,10.751,2.7416,0,1.0000,0.00
crawl_fwd_dn,B,0.2500,10.742,2.6855,0,1.0000,0.00
crawl_fwd_dn,B,0.2450,10.751,2.6339,0,1.0000,0.00
crawl_fwd_dn,B,0.2400,10.754,2.5810,0,1.0000,0.00
crawl_fwd_dn,B,0.2350,10.755,2.5275,0,1.0000,0.00
crawl_fwd_dn,B,0.2300,10.754,2.4734,0,1.0000,0.00
crawl_fwd_dn,B,0.2250,10.750,2.4187,0,1.0000,0.00
crawl_fwd_dn,B,0.2200,10.753,2.3656,0,1.0000,0.00
crawl_fwd_dn,B,0.2150,10.757,2.3128,0,1.0000,0.00
crawl_fwd_dn,B,0.2100,10.754,2.2582,0,1.0000,0.00
crawl_fwd_dn,B,0.2050,10.756,2.2050,0,1.0000,0.00
crawl_fwd_dn,B,0.2000,10.754,2.1507,0,1.0000,0.00
crawl_fwd_dn,B,0.1950,10.757,2.0976,0,1.0000,0.00
crawl_fwd_dn,B,0.1900,10.759,2.0442,0,1.0000,0.00
crawl_fwd_dn,B,0.1850,10.758,1.9902,0,1.0000,0.00
crawl_fwd_dn,B,0.1800,10.758,1.9364,0,1.0000,0.00
crawl_fwd_dn,B,0.1750,10.769,1.8846,0,1.0000,0.00
crawl_fwd_dn,B,0.1700,10.764,1.8299,0,1.0000,0.00
crawl_fwd_dn,B,0.1650,10.761,1.7755,0,1.0000,0.00
